Datetime,Open,High,Low,Close,Volume
2021-04-05 16:15:00-04:00,406.42,406.52,406.42,406.485,0
2021-04-05 16:20:00-04:00,406.47,406.52,406.45,406.5,0
2021-04-05 16:25:00-04:00,406.51,406.52,400.6086,406.45,0
2021-04-05 16:30:00-04:00,406.46,406.6,406.46,406.56,0
2021-04-05 16:35:00-04:00,406.58,406.64,406.56,406.64,0
2021-04-05 16:40:00-04:00,406.62,406.64,406.36,406.62,0
2021-04-05 16:45:00-04:00,406.61,406.65,406.58,406.65,0
2021-04-05 16:50:00-04:00,406.66,406.66,406.6,406.61,0
2021-04-05 16:55:00-04:00,406.6,406.65,406.58,406.61,0
2021-04-05 17:00:00-04:00,406.6,406.65,406.4,406.505,0
2021-04-05 17:05:00-04:00,406.505,406.6,406.4333,406.44,0
2021-04-05 17:10:00-04:00,406.44,406.5,406.4,406.45,0
2021-04-05 17:15:00-04:00,406.45,406.5,406.36,406.465,0
2021-04-05 17:20:00-04:00,406.48,406.54,406.45,406.54,0
2021-04-05 17:25:00-04:00,406.48,406.58,406.45,406.46,0
2021-04-05 17:30:00-04:00,406.5,406.54,406.45,406.48,0
2021-04-05 17:35:00-04:00,406.48,406.51,406.45,406.47,0
2021-04-05 17:40:00-04:00,406.46,406.47,406.45,406.47,0
2021-04-05 17:45:00-04:00,406.45,406.53,406.45,406.53,0
2021-04-05 17:50:00-04:00,406.5,406.53,406.45,406.455,0
2021-04-05 17:55:00-04:00,406.45,406.55,406.43,406.55,0
2021-04-05 18:00:00-04:00,406.53,406.6,406.46,406.49,0
2021-04-05 18:05:00-04:00,406.51,406.56,406.46,406.49,0
2021-04-05 18:10:00-04:00,406.51,406.55,406.48,406.52,0
2021-04-05 18:15:00-04:00,406.55,406.56,406.53,406.53,0
2021-04-05 18:20:00-04:00,406.5,406.52,406.46,406.51,0
2021-04-05 18:25:00-04:00,406.53,406.53,406.48,406.5,0
2021-04-05 18:30:00-04:00,406.5,406.52,406.45,406.48,0
2021-04-05 18:35:00-04:00,406.5,406.62,406.49,406.59,0
2021-04-05 18:40:00-04:00,406.59,406.76,406.59,406.75,0
2021-04-05 18:45:00-04:00,406.75,406.98,406.75,406.89,0
2021-04-05 18:50:00-04:00,406.9,406.9,406.8,406.8,0
2021-04-05 18:55:00-04:00,406.82,406.92,406.82,406.89,0
2021-04-05 19:00:00-04:00,406.9,406.99,406.87,406.96,0
2021-04-05 19:05:00-04:00,406.94,406.95,406.89,406.89,0
2021-04-05 19:10:00-04:00,406.89,406.92,406.87,406.87,0
2021-04-05 19:15:00-04:00,406.87,406.94,406.87,406.9,0
2021-04-05 19:20:00-04:00,406.9099,406.92,406.85,406.92,0
2021-04-05 19:25:00-04:00,406.92,406.94,406.9,406.94,0
2021-04-05 19:30:00-04:00,406.94,406.94,406.83,406.84,0
2021-04-05 19:35:00-04:00,406.86,406.87,406.83,406.86,0
2021-04-05 19:40:00-04:00,406.85,406.85,406.8301,406.84,0
2021-04-05 19:45:00-04:00,406.83,406.84,406.77,406.77,0
2021-04-05 19:50:00-04:00,406.79,406.83,406.73,406.8,0
2021-04-05 19:55:00-04:00,406.77,406.77,406.7,406.74,0
2021-04-06 04:00:00-04:00,405.5,405.89,405.35,405.57,0
2021-04-06 04:05:00-04:00,405.56,405.59,405.47,405.47,0
2021-04-06 04:10:00-04:00,405.47,405.51,405.2,405.2,0
2021-04-06 04:15:00-04:00,405.18,405.18,405.02,405.06,0
2021-04-06 04:20:00-04:00,405.14,405.19,405.1,405.15,0
2021-04-06 04:25:00-04:00,405.14,405.16,404.97,405.16,0
2021-04-06 04:30:00-04:00,405.22,405.62,405.22,405.56,0
2021-04-06 04:35:00-04:00,405.61,405.72,405.57,405.72,0
2021-04-06 04:40:00-04:00,405.8,405.9,405.8,405.82,0
2021-04-06 04:45:00-04:00,405.88,406.01,405.88,406.01,0
2021-04-06 04:50:00-04:00,405.9,405.9,405.8,405.85,0
2021-04-06 04:55:00-04:00,405.84,405.87,405.64,405.64,0
2021-04-06 05:00:00-04:00,405.6,405.62,405.5,405.55,0
2021-04-06 05:05:00-04:00,405.57,405.6,405.49,405.56,0
2021-04-06 05:10:00-04:00,405.53,405.53,405.46,405.46,0
